simulated_personas_10000-2
PersonaID,Area,UrbanRural,Gender,AgeGroup,TopFlavor1,TopFlavor2,TopFlavor3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185,A1,Rural,Male,41,Tangy Lime,Cinnamon,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4186,A3,Rural,Male,26-40,Bright Spearmint,Crispy Peppermint,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4187,A1,Rural,Male,26-40,Mango Flame,Smart Mint,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4188,A4,Urban,Male,41,Black Cherry,Purple Grape,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4189,A4,Urban,Male,26-40,Coffee,Ruby Berry,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,A2,Urban,Male,26-40,Fresh Classic,Coco,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4191,A3,Rural,Female,41,Cinnamon Flame,Smart Mint,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,A2,Rural,Male,18-25,Crispy Peppermint,Smart Mint,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4193,A4,Rural,Female,41,Tropical Ice,Tropical Mango,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4194,A2,Rural,Male,18-25,Ruby Berry,Peppermint Storm,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4195,A4,Rural,Female,26-40,Black Cherry,Cinnamon,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4196,A2,Urban,Female,41,Crispy Peppermint,Minty Watermelon,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4197,A3,Urban,Male,26-40,Mango Flame,Cinnamon Flame,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4198,A4,Urban,Male,18-25,Purple Grape,Arctic Peppermint,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4199,A2,Urban,Female,41,Crispy Peppermint,Citrus Burst,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,A2,Urban,Male,26-40,Tropical Punch,Minty Watermelon,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201,A2,Urban,Female,26-40,Melon Fresh,Tropical Ice,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4202,A3,Rural,Male,26-40,Cinnamon Flame,Tropical Punch,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4203,A1,Urban,Female,26-40,Purple Grape,Berry Ice,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4204,A2,Urban,Female,41,Mango Flame,Tropical Ice,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4205,A2,Urban,Male,26-40,Crispy Peppermint,Black Cherry,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4206,A2,Urban,Female,18-25,Bright Spearmint,Tropical Ice,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4207,A2,Rural,Female,26-40,Tropical Mango,Icy Berries,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208,A1,Urban,Male,18-25,Mango Flame,Wintergreen,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,A4,Urban,Male,26-40,Mango Flame,Minty Lemon,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4210,A3,Rural,Male,41,Arctic Peppermint,Purple Grape,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4211,A4,Rural,Male,18-25,Wintergreen,Peppermint,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4212,A4,Urban,Male,26-40,Coco,Fresh Classic,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,A2,Rural,Female,26-40,Purple Grape,Minty Lemon,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4214,A2,Urban,Female,26-40,Cinnamon Flame,Fresh Classic,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4215,A4,Rural,Male,41,Wintergreen,Strawberry Ice,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4216,A4,Urban,Male,26-40,Smart Mint,Mango Flame,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4217,A1,Urban,Male,18-25,Melon Fresh,Smart Mint,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4218,A2,Rural,Female,26-40,Tropical Mango,Berry Ice,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4219,A4,Rural,Female,18-25,Ruby Berry,Tropical Mango,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4220,A2,Urban,Female,41,Coffee,Tropical Mango,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4221,A1,Urban,Male,18-25,Tangy Lime,Smart Mint,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,A3,Urban,Male,18-25,Bright Spearmint,Tropical Punch,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4223,A3,Urban,Male,41,Creamy Latte,Coffee,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4224,A3,Urban,Male,18-25,Tropical Ice,Minty Watermelon,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225,A2,Urban,Female,41,Purple Grape,Melon Fresh,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4226,A1,Urban,Male,41,Tropical Mango,Melon Fresh,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4227,A3,Rural,Male,26-40,Purple Grape,Coco,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228,A1,Rural,Male,26-40,Tropical Punch,Smart Mint,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4229,A4,Rural,Male,41,Minty Lemon,Arctic Peppermint,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230,A4,Rural,Male,26-40,Fresh Classic,Peppermint Storm,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4231,A4,Urban,Male,26-40,Creamy Latte,Tropical Ice,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4232,A1,Urban,Female,26-40,Strawberry Ice,Bright Spearmint,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4233,A3,Urban,Male,18-25,Fresh Classic,Tropical Ice,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4234,A4,Rural,Male,26-40,Crispy Peppermint,Coffee,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4235,A2,Rural,Female,26-40,Arctic Peppermint,Melon Fresh,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,A1,Urban,Female,26-40,Zesty Lime,Zesty Orange,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4237,A3,Rural,Female,41,Coco,Berry Ice,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238,A4,Rural,Male,26-40,Arctic Peppermint,Cinnamon Flame,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4239,A4,Rural,Male,41,Cinnamon,Strawberry Ice,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,A1,Urban,Male,18-25,Smart Mint,Cinnamon,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4241,A2,Rural,Male,18-25,Cinnamon,Zesty Lime,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4242,A3,Urban,Female,26-40,Smart Mint,Arctic Peppermint,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243,A2,Urban,Male,41,Citrus Burst,Arctic Peppermint,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,A2,Urban,Male,26-40,Ruby Berry,Smart Mint,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,A4,Urban,Male,18-25,Creamy Latte,Peppermint Storm,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,A2,Rural,Male,26-40,Tropical Ice,Wintergreen,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,A1,Urban,Male,26-40,Creamy Latte,Coffee,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248,A4,Urban,Male,18-25,Berry Ice,Tropical Punch,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,A3,Urban,Male,18-25,Mango Flame,Tropical Mango,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,A1,Rural,Female,18-25,Creamy Latte,Melon Fresh,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,A2,Urban,Male,26-40,Black Cherry,Zesty Lime,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4252,A2,Urban,Female,18-25,Arctic Peppermint,Zesty Orange,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,A2,Urban,Male,41,Fresh Classic,Berry Ice,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,A3,Urban,Female,18-25,Zesty Lime,Citrus Burst,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4255,A1,Urban,Male,18-25,Smart Mint,Icy Berries,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,A3,Urban,Female,41,Tropical Punch,Citrus Burst,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,A3,Urban,Male,26-40,Black Cherry,Arctic Peppermint,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258,A1,Urban,Female,18-25,Strawberry Ice,Purple Grape,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,A1,Urban,Male,18-25,Ruby Berry,Peppermint,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,A2,Rural,Male,26-40,Citrus Burst,Mango Flame,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,A2,Urban,Male,41,Icy Berries,Peppermint,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,A4,Urban,Male,18-25,Icy Berries,Tangy Lime,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4263,A2,Rural,Male,18-25,Zesty Orange,Tropical Ice,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,A2,Rural,Female,18-25,Cinnamon Flame,Tropical Ice,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,A1,Urban,Male,41,Bright Spearmint,Tangy Lime,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,A1,Urban,Male,18-25,Coffee,Tropical Mango,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,A4,Rural,Female,26-40,Strawberry Ice,Zesty Orange,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,A4,Urban,Male,41,Coffee,Purple Grape,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,A4,Urban,Male,26-40,Tropical Ice,Melon Fresh,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,A1,Urban,Female,41,Bright Spearmint,Tropical Mango,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,A4,Rural,Male,26-40,Mango Flame,Minty Lemon,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,A3,Urban,Male,26-40,Wintergreen,Crispy Peppermint,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,A3,Urban,Female,18-25,Mango Flame,Crispy Peppermint,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,A1,Urban,Male,41,Strawberry Ice,Minty Lemon,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,A1,Rural,Male,18-25,Fresh Classic,Mango Flame,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,A4,Urban,Male,41,Coffee,Coco,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277,A1,Rural,Male,18-25,Mango Flame,Tropical Mango,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,A2,Rural,Male,41,Mango Flame,Zesty Orange,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,A1,Urban,Female,41,Icy Berries,Tropical Mango,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,A2,Urban,Male,41,Melon Fresh,Zesty Lime,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,A1,Urban,Female,18-25,Smart Mint,Creamy Latte,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,A3,Urban,Male,18-25,Zesty Orange,Cinnamon Flame,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,A2,Urban,Female,26-40,Black Cherry,Citrus Burst,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,A4,Urban,Male,18-25,Fresh Classic,Ruby Berry,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,A1,Urban,Male,26-40,Strawberry Ice,Black Cherry,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,A4,Rural,Male,26-40,Ruby Berry,Tropical Mango,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,A2,Rural,Female,26-40,Berry Ice,Peppermint Storm,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,A3,Rural,Male,41,Citrus Burst,Cinnamon Flame,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,A1,Rural,Male,41,Cinnamon,Ruby Berry,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,A4,Rural,Female,18-25,Strawberry Ice,Zesty Lime,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4291,A1,Urban,Male,26-40,Bright Spearmint,Zesty Orange,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4292,A1,Rural,Male,26-40,Tropical Ice,Peppermint,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,A2,Urban,Female,18-25,Peppermint Storm,Cinnamon Flame,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,A3,Rural,Male,41,Wintergreen,Citrus Burst,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,A2,Urban,Female,41,Mango Flame,Zesty Orange,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4296,A3,Rural,Male,26-40,Cinnamon,Purple Grape,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297,A2,Rural,Male,18-25,Fresh Classic,Smart Mint,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,A1,Urban,Male,26-40,Arctic Peppermint,Cinnamon Flame,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4299,A3,Urban,Female,18-25,Zesty Lime,Bright Spearmint,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,A3,Rural,Male,26-40,Coffee,Tangy Lime,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,A3,Rural,Male,18-25,Peppermint,Tropical Mango,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,A1,Urban,Male,26-40,Tropical Ice,Citrus Burst,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,A2,Urban,Male,18-25,Zesty Orange,Berry Ice,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,A1,Urban,Female,26-40,Citrus Burst,Zesty Lime,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305,A4,Urban,Female,18-25,Black Cherry,Tropical Punch,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,A1,Rural,Male,41,Tropical Punch,Crispy Peppermint,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,A3,Urban,Male,26-40,Crispy Peppermint,Cinnamon,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,A1,Urban,Female,18-25,Tropical Ice,Melon Fresh,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309,A2,Rural,Male,18-25,Cinnamon,Icy Berries,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,A3,Rural,Male,26-40,Crispy Peppermint,Cinnamon,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311,A2,Urban,Female,18-25,Citrus Burst,Strawberry Ice,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,A4,Rural,Male,41,Creamy Latte,Minty Watermelon,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,A3,Rural,Male,26-40,Coco,Icy Berries,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,A4,Rural,Male,26-40,Creamy Latte,Melon Fresh,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,A2,Urban,Female,41,Tropical Punch,Minty Watermelon,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,A2,Rural,Male,18-25,Minty Watermelon,Arctic Peppermint,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317,A4,Urban,Male,18-25,Bright Spearmint,Melon Fresh,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,A2,Urban,Female,26-40,Tropical Ice,Peppermint Storm,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,A3,Rural,Male,18-25,Coco,Tropical Mango,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4320,A1,Urban,Male,18-25,Tangy Lime,Mango Flame,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4321,A2,Urban,Male,26-40,Cinnamon,Tropical Ice,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4322,A1,Rural,Male,26-40,Tropical Punch,Tropical Mango,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4323,A3,Rural,Male,26-40,Cinnamon,Creamy Latte,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4324,A2,Urban,Female,26-40,Fresh Classic,Arctic Peppermint,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4325,A3,Rural,Male,18-25,Crispy Peppermint,Black Cherry,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4326,A1,Urban,Male,26-40,Purple Grape,Strawberry Ice,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4327,A3,Urban,Male,18-25,Zesty Lime,Purple Grape,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4328,A4,Urban,Male,26-40,Minty Watermelon,Mango Flame,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329,A2,Rural,Female,18-25,Tropical Ice,Bright Spearmint,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330,A3,Rural,Male,41,Zesty Lime,Smart Mint,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,A1,Urban,Male,26-40,Creamy Latte,Black Cherry,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332,A2,Urban,Female,26-40,Tropical Ice,Melon Fresh,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,A2,Urban,Male,41,Minty Watermelon,Melon Fresh,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,A2,Rural,Male,26-40,Wintergreen,Purple Grape,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4335,A1,Urban,Male,26-40,Berry Ice,Citrus Burst,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,A1,Urban,Male,26-40,Mango Flame,Icy Berries,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337,A3,Rural,Male,41,Coffee,Zesty Orange,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4338,A2,Urban,Male,26-40,Smart Mint,Fresh Classic,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,A3,Urban,Male,18-25,Minty Watermelon,Coco,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,A3,Rural,Male,18-25,Citrus Burst,Zesty Lime,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341,A1,Urban,Female,41,Creamy Latte,Mango Flame,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4342,A1,Rural,Male,41,Arctic Peppermint,Mango Flame,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,A4,Urban,Male,41,Strawberry Ice,Cinnamon Flame,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4344,A4,Urban,Male,41,Cinnamon Flame,Fresh Classic,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4345,A1,Rural,Male,26-40,Cinnamon Flame,Peppermint Storm,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4346,A1,Urban,Male,26-40,Icy Berries,Tropical Punch,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4347,A2,Urban,Male,26-40,Black Cherry,Tropical Mango,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4348,A1,Urban,Male,26-40,Wintergreen,Black Cherry,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,A3,Rural,Female,41,Purple Grape,Mango Flame,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,A3,Rural,Male,18-25,Minty Watermelon,Cinnamon Flame,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4351,A3,Rural,Female,26-40,Fresh Classic,Minty Watermelon,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,A2,Urban,Female,18-25,Ruby Berry,Purple Grape,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4353,A4,Urban,Male,18-25,Tropical Ice,Icy Berries,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4354,A1,Rural,Female,26-40,Smart Mint,Cinnamon,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4355,A2,Urban,Male,18-25,Purple Grape,Tropical Punch,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4356,A2,Rural,Male,26-40,Minty Lemon,Peppermint Storm,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4357,A4,Urban,Male,26-40,Minty Lemon,Coffee,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4358,A4,Rural,Male,18-25,Icy Berries,Minty Lemon,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4359,A2,Urban,Male,41,Minty Watermelon,Mango Flame,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4360,A4,Urban,Male,41,Black Cherry,Peppermint,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4361,A1,Rural,Female,26-40,Strawberry Ice,Peppermint Storm,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362,A4,Urban,Male,18-25,Ruby Berry,Berry Ice,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4363,A4,Rural,Male,26-40,Cinnamon Flame,Tropical Punch,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4364,A1,Urban,Male,18-25,Cinnamon,Bright Spearmint,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365,A1,Urban,Male,26-40,Coffee,Cinnamon Flame,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4366,A3,Urban,Male,18-25,Smart Mint,Melon Fresh,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4367,A4,Rural,Male,26-40,Coco,Coffee,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4368,A4,Urban,Male,41,Strawberry Ice,Cinnamon,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4369,A2,Rural,Male,18-25,Mango Flame,Strawberry Ice,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4370,A4,Urban,Male,26-40,Zesty Orange,Fresh Classic,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,A2,Rural,Male,18-25,Cinnamon,Mango Flame,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372,A2,Urban,Male,26-40,Cinnamon Flame,Berry Ice,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373,A4,Rural,Male,41,Zesty Lime,Crispy Peppermint,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4374,A2,Urban,Male,18-25,Purple Grape,Mango Flame,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4375,A2,Urban,Male,26-40,Ruby Berry,Cinnamon,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4376,A1,Rural,Male,26-40,Citrus Burst,Strawberry Ice,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377,A1,Urban,Female,26-40,Bright Spearmint,Tangy Lime,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4378,A3,Rural,Male,26-40,Smart Mint,Peppermint Storm,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379,A4,Rural,Male,18-25,Black Cherry,Zesty Orange,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,A2,Rural,Male,41,Cinnamon Flame,Berry Ice,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4381,A3,Urban,Male,41,Zesty Orange,Tropical Punch,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4382,A2,Urban,Male,18-25,Fresh Classic,Citrus Burst,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
